customer,doc_code,doc_name,section,requirement,audit_question,evidence_compliance,audit_method,requirement_type,process_category,related_4m,priority,source_location,revision,effective_date,evidence_type
Audi,LAH 893 010,Excel Workbook: Audi_LAH 893 010 - Q-Lastenheft der AUDI AG - Anlage 10 Anforderungen an die Fertigungs- und Prüftechnik_2006.xls (자동 추출),Clause 2.0 (General Specifications),5 | Bei automatisierten Transport muss die Baugruppe oder der Teile-Träger automatisch identifizierbar sein,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 2.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Excel Workbook: Audi_LAH 893 010 - Q-Lastenheft der AUDI AG - Anlage 5 VDA-Deckblatt Erstbemusterung_2004.xls (자동 추출),Clause 2.0 (General Specifications),Neuteilebemusterung | Bemusterung Vormuster,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 2.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 7 Qualitätsleistungskosten 0km 2005,Clause 2.0 (General Specifications),Qualitätsleistungskosten 0km / Feld,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 2.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Q Lastenheft der AUDI AG 2013,Clause 2.0 (General Specifications),Das Q-Lastenheft der AUDI AG beschreibt die allgemeinen Anforderungen an Li e-,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 2.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 3 Qualitätsnachweis für die Vorserienphase,Clause 3.0 (General Specifications),\\DEAUDIIS0710\Gruppen_IVZ15\GQ-3\Quality Readiness\van Eikels\Lastenhefte\Anlagen Lastenheft 2,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Clause 3.0 (General Specifications), Page 1",LAH 893 010,N/A,변경 승인서
Audi,LAH 893 010,Audi LAH 893 010 The AUDI AG Quality Manual Status 8 2006,Clause 3.0 (General Specifications),First sampling and approval requirements,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 4 Richtlinie für die Ermittlung von Maschinen und Prozeßfähigkeit 1999,Clause 3.0 (General Specifications),Die MFU darf nur bei ”betriebswarmer Anlage” durchgeführt werden,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Excel Workbook: Audi_LAH 893 010 - Q-Lastenheft der AUDI AG - Anlage 10 Anforderungen an die Fertigungs- und Prüftechnik_2006.xls (자동 추출),Clause 3.0 (General Specifications),6 | Bei manueller Montage von Bauteilen muss eine Teileverwechslung und Falschverbau ausgeschlossen werden (Varianten-Steuerung),규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Excel Workbook: Audi_LAH 893 010 - Q-Lastenheft der AUDI AG - Anlage 5 VDA-Deckblatt Erstbemusterung_2004.xls (자동 추출),Clause 3.0 (General Specifications),Nachbemusterung / Neubemusterung | Deckblattbemusterung,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 7 Qualitätsleistungskosten 0km 2005,Clause 3.0 (General Specifications),Bei Feststellung mangelhafter Lieferungen von Serienteil en (im Rahmen der,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Q Lastenheft der AUDI AG 2013,Clause 3.0 (General Specifications),Das Q-Lastenheft der AUDI AG ergänzt die Qualitätsanforderungen aus der VW -,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 The AUDI AG Quality Manual Status 8 2006,Clause 4.0 (General Specifications),The AUDI AG Quality Manual describes the general requirements for suppliers of purchased,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Clause 4.0 (General Specifications), Page 1",LAH 893 010,N/A,변경 승인서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 4 Richtlinie für die Ermittlung von Maschinen und Prozeßfähigkeit 1999,Clause 4.0 (General Specifications),"Wenn es einen Einfluß des Bedienpersonals auf das zu untersuchende Merkmal gibt, so darf",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 4.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Excel Workbook: Audi_LAH 893 010 - Q-Lastenheft der AUDI AG - Anlage 10 Anforderungen an die Fertigungs- und Prüftechnik_2006.xls (자동 추출),Clause 4.0 (General Specifications),1 | EOL muss in die Montagelinie integriert werden und automatisch ablaufen,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 4.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Excel Workbook: Audi_LAH 893 010 - Q-Lastenheft der AUDI AG - Anlage 5 VDA-Deckblatt Erstbemusterung_2004.xls (자동 추출),Clause 4.0 (General Specifications),"vorausgegangene Bemusterung fehlerhaft | Einsatz modifizierter, zusätzlicher oder Ersatzwerkzeuge",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 4.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Q Lastenheft der AUDI AG 2013,Clause 4.0 (General Specifications),Bauteile-Lastenheft der Techni schen Entwicklung bzw,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 4.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 The AUDI AG Quality Manual Status 8 2006,Clause 5.0 (General Specifications),Requirements relating specifically to parts,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 5.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Excel Workbook: Audi_LAH 893 010 - Q-Lastenheft der AUDI AG - Anlage 5 VDA-Deckblatt Erstbemusterung_2004.xls (자동 추출),Clause 5.0 (General Specifications),Detaillierter Bemusterungsgrund,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 5.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Q Lastenheft der AUDI AG 2013,Clause 5.0 (General Specifications),"die im Q -Lastenheft der AUDI AG beschrie benen Anforderungen bekannt sind, er",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 5.0 (General Specifications), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 1 Formel Q Neuteile Integral,Section 1.1 (Zweck),Als Richtlinie mit standardisierter Vorgehensweise kommt das Qualifizierungs-,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 1.1 (Zweck), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 1 Formel Q Neuteile Integral,Section 1.1 (Zweck),"In den Phasen der Serienreife soll der Lieferant nachweisen, das Produkt",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,Medium,"Section 1.1 (Zweck), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 1 Formel Q Neuteile Integral,Section 1.2 (Anwendungsbereich und Bearbeitungshinweise),Sollte im Rahmen der Auftragvergabe noch kein Ansprechpartner der,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,Medium,"Section 1.2 (Anwendungsbereich und Bearbeitungshinweise), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 1 Formel Q Neuteile Integral,Section 1.3 (Bewertungsverfahren und Ergebnisdokumentation),"zu können, sollte auch zu Anforderungen, die mit 10 Punkten bewertet wurden, eine",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,Medium,"Section 1.3 (Bewertungsverfahren und Ergebnisdokumentation), Page 1",LAH 893 010,N/A,작업표준서
Audi,LAH 893 010,Audi LAH 893 010 Q Lastenheft der AUDI AG Anlage 1 Formel Q Neuteile Integral,Section 1.5 (Begriffserklärungen und Abkürzungen),Die Baumusterfreigabe wird durch die zuständige Entwicklungsabteilung,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Section 1.5 (Begriffserklärungen und Abkürzungen), Page 1",LAH 893 010,N/A,변경 승인서
Audi,LAH 893 010 (Anlage 2),Q-Lastenheft der AUDI AG - Anlage 2_Teilelebenslauf (부품이력서 양식 및 이력 추적 요구 조건),Tabelle 1 / 10-13 (Änderungsbeschreibung),"부품의 모든 형상, 공정, 소재 등의 제개정 시 일련번호(lfd. Nr.), 변경 일자(Datum), 변경 인덱스(G-Stand/Zg. Datum), 변경 성격/사유(Anlaß - Vorgang), 상세 변경 내용(Änderungsbeschreibung), 승인 담당자(Name/Firma/Abt.)를 연대순으로 작성해야 한다.","부품 및 공정 변경 발생 시, 일련번호, 변경 일자, G-Stand, 변경 사유 및 상세 변경 내용이 빠짐없이 시간 순서대로 기록 및 관리되고 있는가?",변경 이력이 모두 누적 기록된 Teilelebenslauf 시트 및 관련 엔지니어 서명(승인 내역).,문서 검토 및 프로세스 인터뷰 (Document Review & Interview),변경관리,System,Method,High,"Sheet: Teilelebenslauf, Col 10-13",LAH 893 010 (Anlage 2),2001-04-23,변경 승인서
Audi,LAH 893 010 (Anlage 2),Q-Lastenheft der AUDI AG - Anlage 2_Teilelebenslauf (부품이력서 양식 및 이력 추적 요구 조건),Tabelle 1 / 11 (Bemusterung),"부품 승인(초도품 승인) 단계에서 치수(Maßlich), 재질(Werkstoff), 기능(Funktion) 측면의 적합성 판정 결과를 입력하고, 납품서 번호(LS-Nr.) 및 승인 일자를 기록해야 한다.","초도 샘플 제출 시 치수, 재질, 기능에 대한 합격 여부와 납품서 번호(LS-Nr)가 최종 아우디 승인 시점과 함께 기록되어 있는가?","치수/재질 시험 성적서, 납품 전표 사본, 최종 ISIR(초도부품검사보고서) 결과와 대조된 이력 시트.",실물 성적서 검토 및 대조 (Test Report Verification),검사,System,Method,Medium,"Sheet: Teilelebenslauf, Col 11",LAH 893 010 (Anlage 2),2001-04-23,검사기준서
Audi,LAH 893 010 (Anlage 2),Q-Lastenheft der AUDI AG - Anlage 2_Teilelebenslauf (부품이력서 양식 및 이력 추적 요구 조건),Tabelle 1 / Header,"부품 이력서(Teilelebenslauf)의 헤더 영역에는 아우디 부품명(Benennung), 부품 번호(Teil-Nr.), 조립품 번호(ZSB-Nr.), 공급사명(Lieferant), 공급사 코드(Lieferanten Nr.) 및 승인 장소(Bemusterungsort)가 명확히 기술되어야 한다.","공급 중인 아우디 부품별 부품이력서의 마스터 정보(부품명, 부품번호, 공급업체 코드 등)가 실제 승인된 사양과 일치하는가?","완성된 Teilelebenslauf(부품이력서) 시트, 아우디 승인 도면 마스터 레코드.",문서 검토 (Document Review),추적성,System,Method,High,"Sheet: Teilelebenslauf, Header",LAH 893 010 (Anlage 2),2001-04-23,작업표준서
BMW,BMW QMT Reifen V7,BMW QMT Entwurf Prozess Lastenheft Reifen V7 20241119,Section 1.1 (Feedback of the suppliers regarding QMT -),Deviations to the QMT -Requirements must be,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 1.1 (Feedback of the suppliers regarding QMT -), Page 1",BMW QMT Reifen V7,N/A,작업표준서
BMW,BMW QMT Reifen V7,BMW QMT Entwurf Prozess Lastenheft Reifen V7 20241119,Section 1.1 (Feedback of the suppliers regarding QMT -),must be agreed with BMW QMT during,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 1.1 (Feedback of the suppliers regarding QMT -), Page 1",BMW QMT Reifen V7,N/A,작업표준서
BMW,BMW QMT Reifen V7,BMW QMT Entwurf Prozess Lastenheft Reifen V7 20241119,Section 1.2 (Zweck),"dem Lastenheft, der (LSV), den",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 1.2 (Zweck), Page 1",BMW QMT Reifen V7,N/A,작업표준서
