id,filename,customer,doc_code,doc_name,revision_date,doc_type,review_summary,processed_at
30,BMW_GS 91002 MARKING OF PARTS; TRADEMARK FOR MARKING OF PARTS .pdf,BMW,GS 91002,GS 91002:2021- 11 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 91002 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:14.544552
91,BMW_GS 91003 MARKING OF PARTS; MARKING OF MATERIALS.pdf,BMW,GS 91003,GS 91003:2020-08 (자동 추출),2020-08,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 91003 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:50.233567
101,BMW_GS 91010-2 MARKING OF PARTS; MARKING WITH DATA MATRIX CODE OR .pdf,BMW,GS 91010-2,GS 91010-2: 2021- 12 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 91010-2 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:53.058150
163,BMW_GS 91011 SPECIAL CHARACTERISTICS AND L MARKING IDENTIFICAT .pdf,BMW,GS 91011,GS 91011:2021-05 (자동 추출),2021-05,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 91011 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:27.828900
111,BMW_GS 93008-1 SUBSTANCES OF CONCERN; MATERIALS AND COMPONENTS; P .pdf,BMW,GS 93008-1,GS 93008-1:2020-10 (자동 추출),2020-10,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 93008-1 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:00.296394
64,BMW_GS 93008-2 SUBSTANCES OF CONCERN; PROCESS MATERIALS AND AUXIL .pdf,BMW,GS 93008-2,BMW Group Standard Released GS 93008- 2 (자동 추출),2021-05,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 93008-2 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:40.755424
96,BMW_GS 93016 PLASTICS; THERMOPLASTICS; SELECTION LIST .pdf,BMW,GS 93016,BMW Group Standard Released GS 93016 (자동 추출),2021-08,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 93016 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:50.955872
157,BMW_GS 95004 FAILURE ANALYSIS; PART ANALYSIS OF FIELD COMPLAINT .pdf,BMW,GS 95004,BMW Group Standard  GS 95004 (자동 추출),2018-07,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 95004 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:24.297847
119,BMW_GS 98000 STATISTICAL CAPABILITY STUDIES .pdf,BMW,GS 98000,BMW Group Standard  GS 98000 (자동 추출),2018-05,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 98000 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:01.255723
28,BMW_GS 98003 FMEA FAILURE MODES AND EFFECTS ANALYSIS .pdf,BMW,GS 98003,GS 98003:2023- 08 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 GS 98003 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:13.303207
52,BMW_PR 11737867 TYRE .pdf,BMW,PR 11737867,Requirements Specification (자동 추출),2011-04,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 PR 11737867 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:36.778625
27,BMW_QV 11738891 TYRES (COOPERATION PROJECT) .pdf,BMW,QV 11738891,BMW QV 11738891 TYRES (COOPERATION PROJECT),2022-08-22,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 QV 11738891 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:12.292408
45,BMW_QV 11738892_000_04 Reifen.pdf,BMW,QV 11738892,BMW QV 11738892 000 04 Reifen,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 BMW의 QV 11738892 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:25.099511
11,Daihatsu_DQR-E101-01.pdf,Daihatsu,DQR-E101-01,Daihatsu DQR E101 01,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 Daihatsu의 DQR-E101-01 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:07.015452
60,Daihatsu_DQR-E202-02.pdf,Daihatsu,DQR-E202-02,Daihatsu DQR E202 02,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 Daihatsu의 DQR-E202-02 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:39.991948
140,Daihatsu_DTRA1230_자동차 기술 표준.pdf,Daihatsu,DTRA1230,Daihatsu DTRA1230 자동차 기술 표준,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 Daihatsu의 DTRA1230 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:18.830903
152,Daihatsu_DTRD2020 Rev.4.pdf,Daihatsu,DTRD2020,Daihatsu DTRD2020 Rev.4,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 Daihatsu의 DTRD2020 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:22.872329
137,Daihatsu_DTRD2090 Rev.4.pdf,Daihatsu,DTRD2090,Daihatsu DTRD2090 Rev.4,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 Daihatsu의 DTRD2090 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:18.516444
42,Daihatsu_DTRD2100 Rev.2.pdf,Daihatsu,DTRD2100,Daihatsu DTRD2100 Rev.2,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 Daihatsu의 DTRD2100 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:24.394891
158,Daihatsu_DTSZ0001G Rev.18.pdf,Daihatsu,DTSZ0001G,Daihatsu DTSZ0001G Rev.18,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 Daihatsu의 DTSZ0001G 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:26.645993
128,Ford-IATF-CSR_June-2025-Release-FINAL.pdf,Ford,Ford IATF-CSR,Ford IATF CSR June 2025 Release FINAL,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 Ford의 Ford IATF-CSR 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:07.833960
15,Ford-Specifics-for-PPAP_Jan-2025-FINAL.pdf,Ford,Ford PPAP Specifics,Ford Specifics for PPAP Jan 2025 FINAL,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 Ford의 Ford PPAP Specifics 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:07.821315
129,Ford_SCCAF Handbook - Ver 4.0 Mar 2023.pdf,Ford,Ford SCCAF Handbook,Ford SCCAF Handbook Ver 4.0 Mar 2023,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 Ford의 Ford SCCAF Handbook 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:08.878647
38,Ford_Tire FS Version 5_Final_Hankook.pdf,Ford,Ford Tire FS V5,Functional Specification – Tire Casing (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 Ford의 Ford Tire FS V5 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:19.568574
4,GM_RPK-GMW14999[1].pdf,GM,1,Chassis GMW14999 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 1 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:05.759272
104,GM_1927 Global Supplier Quality Manual 2023 rev 30.pdf,GM,GM 1927,GM 1927 Global Supplier Quality Manual 2023 rev 30,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GM 1927 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:54.576528
53,GM_IATF-16949-GM-Customer-Specific-Requirements-October-2025.pdf,GM,GM IATF-CSR,GM IATF 16949 GM Customer Specific Requirements October 2025,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GM IATF-CSR 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:38.690682
61,GM_Minimum-Automotive-Quality-Management-System-Requirements-for-Sub-tier-suppliers-2ndEd-rev2.pdf,GM,GM MAQMSR,GM Minimum Automotive Quality Management System Requirements for Sub tier suppliers 2ndEd rev2,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GM MAQMSR 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:40.024212
